,id,type of property,subtype of property,locality,latitude,longitude,street,postalCode,price,type of sale,number of bedrooms,living area,livable area,fully equipped kitchen,furnished,open fire,terrace,terrace area,garden,garden area,total property area,total land area,number of facades,swimming pool,state of the building,Unnamed: 0,Gemeente,Province,Population,Area(km2),Density,kitchen,price per sqr
2579,10513381,APARTMENT,APARTMENT,De Panne,51.0942734,2.5664139,Nieuwpoortlaan 29,8660,249000,residential_sale,1,0,57.0,installed,False,False,False,0.0,False,0.0,57.0,0.0,0.0,False,to_be_done_up,603,De Panne,West-Vlaanderen,1344241,3813.0,353,,4368.421052631579
2580,10782849,APARTMENT,PENTHOUSE,Neder-over-Heembeek,50.8933251,4.382544,Rue Basse 21-23 Bte15 b1,1120,268000,residential_sale,2,36,94.0,hyper_equipped,False,False,True,37.0,False,0.0,94.0,0.0,2.0,False,good,713,Brussel,Brussel,1208542,162.4,7442,Hyper equipped,2851.063829787234
2581,10800770,APARTMENT,DUPLEX,Geraardsbergen,50.774586,3.871552,Smetlede-Dorp 6,9500,269000,residential_sale,2,0,115.0,0,False,False,True,0.0,False,0.0,115.0,0.0,2.0,False,good,676,Geraardsbergen,Oost-Vlaanderen,1515064,3007.0,504,,2339.1304347826085
2582,10768857,APARTMENT,APARTMENT,Jette,50.8851681,4.3342071,Meeuwenlaan 4,1090,270000,residential_sale,2,13,82.0,installed,False,False,True,3.0,False,0.0,82.0,0.0,3.0,False,good,17,Jette,Brussel,1208542,162.4,7442,,3292.682926829268
2583,10766949,APARTMENT,APARTMENT,Middelkerke,51.1890865,2.8184508,Zeedijk 127-128,8430,275000,residential_sale,2,0,61.0,semi_equipped,True,True,True,5.0,False,0.0,61.0,0.0,0.0,False,good,576,Middelkerke,West-Vlaanderen,1344241,3813.0,353,Semi equipped,4508.196721311476
2584,10612669,APARTMENT,APARTMENT,Antwerp,51.2189055,4.3671319,Prins Boudewijnlaan 122,2050,289000,residential_sale,2,34,80.0,installed,False,True,True,8.0,False,0.0,80.0,0.0,2.0,False,0,121,Antwerpen,Antwerpen,1857986,2876.0,647,,3612.5
2585,10764204,APARTMENT,APARTMENT,Bruxelles,50.8472219,4.3883683,Rue Franklin  90,1000,295000,residential_sale,2,0,84.0,usa_installed,True,False,False,0.0,False,0.0,84.0,0.0,3.0,False,good,1,Brussel,Brussel,1208542,162.4,7442,Equipped,3511.904761904762
2586,10624110,APARTMENT,APARTMENT,OOSTDUINKERKE,51.1304383,2.6690658,Albert I Laan 229,8670,325000,residential_sale,1,0,62.0,installed,False,True,True,0.0,False,0.0,62.0,0.0,2.0,False,as_new,605,Koksijde,West-Vlaanderen,1344241,3813.0,353,,5241.935483870968
2587,10794183,APARTMENT,APARTMENT,SINT-ELOOIS-VIJVE,50.9077937,3.4045322,Stationsplein 5,8793,325000,residential_sale,2,0,90.0,installed,False,True,False,0.0,False,0.0,90.0,0.0,0.0,False,good,2616,Waregem,West-Vlaanderen,1344241,3813.0,353,,3611.1111111111113
2588,10768806,HOUSE,HOUSE,Bruxelles,50.8805846,4.3489005,Avenue de Tervueren 446,1020,550000,residential_sale,4,0,235.0,not_installed,False,False,True,0.0,False,0.0,235.0,130.0,3.0,False,to_renovate,711,Brussel,Brussel,1208542,162.4,7442,Not equipped,2340.425531914894
2589,10764186,HOUSE,HOUSE,Bruxelles,50.8448783,4.3886958,Rue Franklin  90,1000,580000,residential_sale,4,0,179.0,installed,False,False,False,0.0,False,0.0,179.0,80.0,2.0,False,to_be_done_up,1,Brussel,Brussel,1208542,162.4,7442,,3240.223463687151
2590,10788504,HOUSE,VILLA,Brugge,51.214046,3.2684858,Moerkerkse Steenweg 1,8310,595000,residential_sale,5,50,251.0,semi_equipped,False,False,True,70.0,False,0.0,251.0,1226.0,4.0,False,to_renovate,2483,Brugge,West-Vlaanderen,1344241,3813.0,353,Semi equipped,2370.517928286853
2591,10791363,HOUSE,MIXED_USE_BUILDING,Kapellen,51.3155349,4.428777,"Mechelsesteenweg,157",2950,699900,residential_sale,8,27,570.0,installed,False,False,False,0.0,True,35.0,570.0,333.0,2.0,False,good,205,Kapellen,Antwerpen,1857986,2876.0,647,,1227.8947368421052
2592,10784656,HOUSE,HOUSE,Ninove Aspelare,50.8466288,3.9294765,Sint-Denijslaan 1,9404,765000,residential_sale,5,23,315.0,not_installed,False,False,True,0.0,True,1500.0,315.0,1923.0,3.0,False,to_be_done_up,2739,Ninove,Oost-Vlaanderen,1515064,3007.0,504,Not equipped,2428.5714285714284
2593,10626319,HOUSE,HOUSE,Ruiselede,51.0745921,3.3537184,Moerkerkse Steenweg 1,8755,795000,residential_sale,6,71,325.0,usa_hyper_equipped,False,False,True,40.0,True,700.0,325.0,1327.0,4.0,True,as_new,614,Ruiselede,West-Vlaanderen,1344241,3813.0,353,,2446.153846153846
2594,10605233,HOUSE,APARTMENT_BLOCK,Woluwe-Saint-Pierre,50.8420142,4.4611782,"Val des Seigneurs, 9a",1150,798000,residential_sale,6,35,343.0,installed,False,False,True,35.0,True,147.0,343.0,290.0,2.0,False,to_be_done_up,19,Sint-Pieters-Woluwe,Brussel,1208542,162.4,7442,,2326.530612244898
2595,10786407,HOUSE,APARTMENT_BLOCK,Auderghem,50.811824,4.4271756,Rue Jean-Baptiste Colyns 17/8,1160,820000,residential_sale,0,0,300.0,0,False,False,False,0.0,True,0.0,300.0,295.0,2.0,False,good,21,Auderghem,Brussel,1208542,162.4,7442,,2733.333333333333
2596,10668595,HOUSE,APARTMENT_BLOCK,Schaerbeek,50.8635832,4.3715687,Rue Archimède 17 ,1030,895000,residential_sale,7,25,426.0,0,False,False,True,9.0,False,0.0,426.0,270.0,2.0,False,to_be_done_up,3,Schaarbeek,Brussel,1208542,162.4,7442,,2100.93896713615
2597,10800986,HOUSE,APARTMENT_BLOCK,Bruxelles,50.8156868,4.3733978,Av G.Dossin de st Georges 5 bte 6,1000,945000,residential_sale,4,0,300.0,installed,False,True,True,36.0,True,36.0,300.0,156.0,2.0,False,to_be_done_up,1,Brussel,Brussel,1208542,162.4,7442,,3150.0
2598,10549849,HOUSE,HOUSE,Watermael-Boitsfort,50.8033428,4.4076872,Avenue Louise 404a,1170,990000,residential_sale,5,0,370.0,0,False,True,False,0.0,False,0.0,370.0,550.0,4.0,False,to_renovate,23,Watermaal-Bosvoorde,Brussel,1208542,162.4,7442,,2675.675675675676
2599,10728711,HOUSE,HOUSE,Watermael-Boitsfort,50.7949141,4.4179587,Place du Châtelain 35,1170,1100000,residential_sale,4,0,280.0,0,False,False,True,0.0,False,0.0,280.0,178.0,2.0,False,as_new,23,Watermaal-Bosvoorde,Brussel,1208542,162.4,7442,,3928.571428571429
2600,10774852,HOUSE,APARTMENT_BLOCK,Ixelles,50.8096574,4.3922708,Av G.Dossin de st Georges 5 bte 6,1050,1150000,residential_sale,6,42,394.0,0,False,True,True,14.0,True,74.0,394.0,240.0,2.0,False,as_new,6,Elsene,Brussel,1208542,162.4,7442,,2918.7817258883247
2601,10623362,HOUSE,COUNTRY_COTTAGE,Beigem,50.9509607,4.3666781,"Prinsenstraat, 24",1852,1150000,residential_sale,5,24,260.0,0,False,False,False,0.0,False,0.0,260.0,15740.0,4.0,False,good,864,Grimbergen,Vlaams-Brabant,1146175,2118.0,542,,4423.076923076923
2602,10621546,HOUSE,COUNTRY_COTTAGE,Londerzeel,51.0314221,4.2455338,Korenmarkt 8,1840,1275000,residential_sale,6,0,500.0,semi_equipped,False,True,False,0.0,False,0.0,500.0,17000.0,4.0,False,to_be_done_up,102,Londerzeel,Vlaams-Brabant,1146175,2118.0,542,Semi equipped,2550.0
2603,9918709,HOUSE,APARTMENT_BLOCK,Brugge,51.2148088,3.2164172,Moerkerkse Steenweg 1,8000,1795000,residential_sale,9,0,330.0,usa_installed,True,False,True,30.0,False,0.0,330.0,110.0,2.0,False,as_new,565,Brugge,West-Vlaanderen,1344241,3813.0,353,Equipped,5439.393939393939
2604,10600495,HOUSE,EXCEPTIONAL_PROPERTY,Rixensart Genval,50.7268373,4.518486,drève richelle 96,1332,1980000,residential_sale,6,33,310.0,usa_hyper_equipped,False,False,True,64.0,True,1800.0,310.0,2219.0,4.0,False,as_new,731,Rixensart,Brabant wallon,403599,1097.0,368,,6387.096774193548
2605,10692554,HOUSE,OTHER_PROPERTY,Woluwe-Saint-Pierre,50.8344151,4.4555134,"Avenue des Cerisiers, 95",1150,3000000,residential_sale,20,0,750.0,usa_hyper_equipped,False,False,True,0.0,True,977.0,750.0,1203.0,3.0,False,to_be_done_up,19,Sint-Pieters-Woluwe,Brussel,1208542,162.4,7442,,4000.0
2606,10753775,HOUSE,VILLA,Knokke-Heist Knokke,51.353216,3.3241182,Sparrendreef 80,8300,7650000,residential_sale,7,0,578.0,usa_hyper_equipped,False,False,True,0.0,False,0.0,578.0,2031.0,4.0,True,as_new,569,Knokke-Heist,West-Vlaanderen,1344241,3813.0,353,,13235.29411764706
2607,10833951,HOUSE,HOUSE,Liege,50.6161463,5.6182127,Rue J. Wettinck 49,4032,179900,residential_sale,4,30,166.0,installed,False,False,True,36.0,True,550.0,166.0,690.0,3.0,False,to_be_done_up,1251,Liège,Liège,1106992,3857.0,288,,1083.7349397590365
2608,10833964,HOUSE,HOUSE,Ninove,50.8293203,4.0232616,"Hundelgemsesteenweg, 306",9400,225000,residential_sale,3,0,216.0,not_installed,False,False,False,0.0,False,0.0,216.0,850.0,2.0,False,to_renovate,672,Ninove,Oost-Vlaanderen,1515064,3007.0,504,Not equipped,1041.6666666666667
2609,10834265,HOUSE,HOUSE,ANS,50.665743,5.5106358,Rue de l'Yser 425,4430,299000,residential_sale,4,24,112.0,0,False,False,False,0.0,False,0.0,112.0,947.0,3.0,False,to_be_done_up,328,Ans,Liège,1106992,3857.0,288,,2669.6428571428573
2610,10806932,HOUSE,HOUSE,Beyne-Heusay,50.6221743,5.6672565,Route du Condroz 151,4610,149000,residential_sale,5,25,168.0,0,False,True,True,15.0,True,250.0,168.0,513.0,3.0,False,to_renovate,348,Beyne-Heusay,Liège,1106992,3857.0,288,,886.9047619047619
2611,10805713,HOUSE,HOUSE,Manage La Hestre,50.4715033,4.2560657,Chaussée Paul Houtart 232,7170,159000,residential_sale,2,0,120.0,semi_equipped,False,False,True,0.0,False,0.0,120.0,791.0,3.0,False,good,520,Manage,Hainaut,1196796,3197.0,375,Semi equipped,1325.0
2612,10806872,HOUSE,HOUSE,Aubange,49.5704554,5.8015533,Rue Dr Hustin 32,6790,260000,residential_sale,2,0,86.0,semi_equipped,False,True,False,0.0,True,0.0,86.0,457.0,3.0,False,just_renovated,480,Aubange,Luxembourg,284638,4459.0,63,Semi equipped,3023.2558139534885
2613,10806848,HOUSE,HOUSE,Hoboken,51.1772066,4.368469,Prins Boudewijnlaan 122,2660,275000,residential_sale,2,27,150.0,0,False,True,False,0.0,True,25.0,150.0,98.0,2.0,False,as_new,188,Antwerpen,Antwerpen,1857986,2876.0,647,,1833.3333333333333
2614,10758946,APARTMENT,DUPLEX,Vilvorde,50.9269941,4.4293406,,1800,335000,residential_sale,2,0,117.0,usa_installed,False,False,True,17.0,False,0.0,117.0,0.0,2.0,False,as_new,98,Vilvoorde,Vlaams-Brabant,1146175,2118.0,542,Equipped,2863.2478632478637
2615,10704023,APARTMENT,APARTMENT,Bornem,51.0985291,4.2359278,Valkebeekstraat 24,2880,349000,residential_sale,2,0,107.0,installed,False,True,True,0.0,True,0.0,107.0,0.0,0.0,False,good,199,Bornem,Antwerpen,1857986,2876.0,647,,3261.6822429906542
2616,10783209,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,50.8558534,4.4328675,Avenue Louise 200,1200,350000,residential_sale,2,33,94.0,usa_installed,False,True,True,11.0,False,0.0,94.0,0.0,2.0,False,good,29,Sint-Lambrechts-Woluwe,Brussel,1208542,162.4,7442,Equipped,3723.404255319149
2617,10787731,APARTMENT,DUPLEX,Antwerp,51.2143431,4.3926608,Sint-Katelijnevest 24,2000,395000,residential_sale,1,0,98.0,usa_hyper_equipped,False,False,True,8.0,False,0.0,98.0,0.0,0.0,False,as_new,111,Antwerpen,Antwerpen,1857986,2876.0,647,,4030.612244897959
2618,10717174,APARTMENT,LOFT,Jette,50.8709645,4.3262924,,1090,399000,residential_sale,2,29,145.0,usa_hyper_equipped,False,False,True,9.0,False,0.0,145.0,0.0,2.0,False,as_new,17,Jette,Brussel,1208542,162.4,7442,,2751.7241379310344
2619,10737588,APARTMENT,APARTMENT,De Panne,51.0999023,2.5819357,,8660,420000,residential_sale,3,30,93.0,usa_hyper_equipped,True,False,True,17.0,False,0.0,93.0,0.0,2.0,False,as_new,603,De Panne,West-Vlaanderen,1344241,3813.0,353,,4516.129032258064
2620,10791889,APARTMENT,APARTMENT,OOSTDUINKERKE-BAD,51.1338892,2.6837099,Albert I Laan 229,8670,455000,residential_sale,2,0,85.0,installed,False,True,True,0.0,False,0.0,85.0,0.0,4.0,False,good,605,Koksijde,West-Vlaanderen,1344241,3813.0,353,,5352.941176470588
2621,10778011,APARTMENT,PENTHOUSE,Woluwe-Saint-Lambert,50.8452169,4.4171779,Rue Basse 21-23 Bte15 b1,1200,520000,residential_sale,2,34,110.0,hyper_equipped,False,False,True,100.0,False,0.0,110.0,0.0,2.0,False,good,29,Sint-Lambrechts-Woluwe,Brussel,1208542,162.4,7442,Hyper equipped,4727.272727272727
2622,10714262,APARTMENT,PENTHOUSE,Oostende,51.222319,2.8928864,Gistelse Steenweg 212,8400,549000,residential_sale,3,0,124.0,hyper_equipped,False,False,False,0.0,False,0.0,124.0,0.0,0.0,False,good,573,Oostende,West-Vlaanderen,1344241,3813.0,353,Hyper equipped,4427.419354838709
2623,10788411,APARTMENT,APARTMENT,Oud-Turnhout,51.3091625,5.0056268,Bredabaan 260,2360,555000,residential_sale,3,67,212.0,installed,False,True,True,0.0,True,0.0,212.0,0.0,4.0,False,good,154,Oud-Turnhout,Antwerpen,1857986,2876.0,647,,2617.9245283018868
2624,10738960,APARTMENT,DUPLEX,La Hulpe,50.7300195,4.4784134,Avenue Reine Astrid 215,1310,558000,residential_sale,2,43,130.0,usa_hyper_equipped,False,False,True,5.0,False,0.0,130.0,0.0,4.0,False,as_new,35,La Hulpe,Brabant wallon,403599,1097.0,368,,4292.307692307692
2625,10725295,APARTMENT,APARTMENT,Oostende,51.2069427,2.8590355,Torhoutsesteenweg 3 bus 00.01,8400,589000,residential_sale,3,34,100.0,hyper_equipped,False,False,True,3.0,False,0.0,100.0,0.0,0.0,False,0,573,Oostende,West-Vlaanderen,1344241,3813.0,353,Hyper equipped,5890.0
2626,10472726,APARTMENT,APARTMENT,Knokke-Heist,51.3494485,3.2890094,Koningslaan 238,8300,695000,residential_sale,2,0,78.0,hyper_equipped,False,False,True,3.0,False,0.0,78.0,0.0,2.0,False,as_new,569,Knokke-Heist,West-Vlaanderen,1344241,3813.0,353,Hyper equipped,8910.25641025641
2627,10592507,APARTMENT,APARTMENT,Knokke,51.3540138,3.2925228,Driehoeksplein 1,8300,815000,residential_sale,2,29,77.0,0,False,False,False,0.0,False,0.0,77.0,0.0,2.0,False,good,569,Knokke-Heist,West-Vlaanderen,1344241,3813.0,353,,10584.415584415585
2628,10439416,APARTMENT,APARTMENT,Antwerp,51.2269719,4.4128323,Museumstraat 50,2000,895000,residential_sale,3,0,325.0,installed,False,True,True,200.0,False,0.0,325.0,0.0,3.0,False,as_new,111,Antwerpen,Antwerpen,1857986,2876.0,647,,2753.846153846154
2629,10734510,APARTMENT,PENTHOUSE,Antwerp,51.2309302,4.4123659,De Kleetlaan 4,2000,1195000,residential_sale,2,40,219.0,installed,False,False,True,34.0,False,0.0,219.0,0.0,0.0,False,as_new,111,Antwerpen,Antwerpen,1857986,2876.0,647,,5456.62100456621
2630,10763027,APARTMENT,DUPLEX,Knokke,51.349674,3.2915716,Driehoeksplein 1,8300,1195000,residential_sale,3,40,135.0,0,False,False,False,0.0,False,0.0,135.0,0.0,2.0,False,good,569,Knokke-Heist,West-Vlaanderen,1344241,3813.0,353,,8851.851851851852
2631,9367421,APARTMENT,APARTMENT,Ixelles,50.8166318,4.354374,Avenue de Busleyden 21,1050,1519000,residential_sale,3,75,217.0,installed,False,False,True,10.0,False,0.0,217.0,0.0,3.0,True,0,6,Elsene,Brussel,1208542,162.4,7442,,7000.0
2632,10536974,APARTMENT,DUPLEX,Knokke-Heist,51.3496675,3.2814504,Koningslaan 252 B,8300,1695000,residential_sale,3,0,170.0,hyper_equipped,False,False,False,0.0,False,0.0,170.0,0.0,2.0,False,good,569,Knokke-Heist,West-Vlaanderen,1344241,3813.0,353,Hyper equipped,9970.588235294115
2633,10724489,APARTMENT,APARTMENT,Knokke-Heist Knokke,51.3461923,3.280087,Sparrendreef 80,8300,2995000,residential_sale,2,0,194.0,usa_hyper_equipped,False,False,True,0.0,False,0.0,194.0,0.0,2.0,False,as_new,569,Knokke-Heist,West-Vlaanderen,1344241,3813.0,353,,15438.144329896908
2634,10805828,HOUSE,MIXED_USE_BUILDING,Montigny-le-Tilleul,50.3793505,4.3795861,route de Philippeville n° 167,6110,310000,residential_sale,2,0,253.0,semi_equipped,False,False,True,10.0,False,0.0,253.0,98.0,2.0,False,to_renovate,437,Montigny-le-Tilleul,Hainaut,1196796,3197.0,375,Semi equipped,1225.296442687747
2635,10805866,HOUSE,HOUSE,Haaltert,50.8700878,4.0174436,Burchtstraat 12,9450,357000,residential_sale,4,35,241.0,installed,False,False,True,0.0,False,0.0,241.0,270.0,2.0,False,good,674,Haaltert,Oost-Vlaanderen,1515064,3007.0,504,,1481.3278008298755
2636,10805455,HOUSE,HOUSE,Bouge,50.4741435,4.8818533,Joseph Durieux 151,5004,365000,residential_sale,2,45,83.0,installed,False,True,False,0.0,False,0.0,83.0,748.0,3.0,False,to_be_done_up,1534,Namur,Namur,494325,3675.0,135,,4397.590361445783
2637,10806463,HOUSE,HOUSE,Hombeek,51.0105302,4.429764,Oude Schrieksebaan 20,2811,445000,residential_sale,2,47,158.0,installed,False,True,True,22.0,True,200.0,158.0,478.0,4.0,False,just_renovated,939,Mechelen,Antwerpen,1857986,2876.0,647,,2816.455696202532
2638,10806582,HOUSE,HOUSE,VARSENARE,51.1889161,3.1451903,Gistelsteenweg 88,8490,445000,residential_sale,4,0,222.0,installed,False,True,True,20.0,False,0.0,222.0,207.0,2.0,False,good,581,Jabbeke,West-Vlaanderen,1344241,3813.0,353,,2004.5045045045044
2639,10807364,HOUSE,HOUSE,Leuven,50.8773169,4.6842996,Vismarkt 10 c,3000,450000,residential_sale,2,20,87.0,0,False,True,True,17.0,True,176.0,87.0,176.0,2.0,False,just_renovated,210,Leuven,Vlaams-Brabant,1146175,2118.0,542,,5172.413793103448
2640,10805582,HOUSE,HOUSE,Zwijndrecht,51.216188,4.3286832,Kempischveldweg 34,2070,490000,residential_sale,5,41,340.0,0,False,False,True,0.0,True,205.0,340.0,408.0,2.0,False,0,125,Zwijndrecht,Antwerpen,1857986,2876.0,647,,1441.1764705882354
2641,10806583,HOUSE,HOUSE,Varsenare,51.1954806,3.1424719,Gistelsteenweg 88,8490,499000,residential_sale,3,35,187.0,installed,False,True,True,0.0,False,0.0,187.0,219.0,2.0,False,0,581,Jabbeke,West-Vlaanderen,1344241,3813.0,353,,2668.4491978609626
2642,10806830,HOUSE,MIXED_USE_BUILDING,SINT-PIETERS-LEEUW,50.8048322,4.2841395,Kasteelstraat 1,1600,545000,residential_sale,5,35,259.0,semi_equipped,False,True,False,0.0,False,0.0,259.0,104.0,2.0,False,good,80,Sint-Pieters-Leeuw,Vlaams-Brabant,1146175,2118.0,542,Semi equipped,2104.2471042471043
2643,10805664,HOUSE,HOUSE,Balegem,50.9124415,3.8028442,Hoogstraat 20,9860,569000,residential_sale,5,36,280.0,usa_hyper_equipped,False,False,True,0.0,False,0.0,280.0,2374.0,3.0,False,good,701,Oosterzele,Oost-Vlaanderen,1515064,3007.0,504,,2032.142857142857
2644,10807356,HOUSE,COUNTRY_COTTAGE,POPUELLES,50.6580781,3.5223505,Porte d'Ogy 78,7760,650000,residential_sale,3,0,300.0,installed,False,True,True,0.0,False,0.0,300.0,2049.0,4.0,False,just_renovated,544,Celles,Hainaut,1196796,3197.0,375,,2166.6666666666665
2645,10806889,HOUSE,TOWN_HOUSE,Gent,51.0380387,3.7516228,Damstraat 131 bus1,9050,678000,residential_sale,4,0,288.0,semi_equipped,False,True,True,0.0,True,0.0,288.0,295.0,2.0,False,to_be_done_up,2669,Gent,Oost-Vlaanderen,1515064,3007.0,504,Semi equipped,2354.1666666666665
2646,10806146,HOUSE,HOUSE,Woluwe-Saint-Pierre,50.8346117,4.4523248,"Val des Seigneurs, 9a",1150,800000,residential_sale,5,49,220.0,not_installed,False,False,True,30.0,True,200.0,220.0,391.0,3.0,False,to_renovate,19,Sint-Pieters-Woluwe,Brussel,1208542,162.4,7442,Not equipped,3636.363636363637
2647,10806569,HOUSE,HOUSE,St-Genesius-Rode,50.7371738,4.3930134,Rue Alphonse Renard 1,1640,2190000,residential_sale,6,56,400.0,hyper_equipped,False,True,True,150.0,True,2300.0,400.0,2700.0,4.0,True,just_renovated,83,Sint-Genesius-Rode,Vlaams-Brabant,1146175,2118.0,542,Hyper equipped,5475.0
2648,10809937,HOUSE,HOUSE,Bilzen,50.8872836,5.480297,Grendelbaan 78,3740,469000,residential_sale,5,0,270.0,0,False,False,False,0.0,False,0.0,270.0,597.0,3.0,False,good,270,Bilzen,Limburg,874048,2427.0,361,,1737.037037037037
2649,10814521,HOUSE,VILLA,Ieper,50.8505507,2.9072794,Rijselstraat 25,8900,275000,residential_sale,3,40,125.0,0,False,False,False,0.0,False,0.0,125.0,484.0,4.0,False,good,630,Ieper,West-Vlaanderen,1344241,3813.0,353,,2200.0
2650,10814542,HOUSE,HOUSE,Hollebeke,50.7979667,2.9596499,Rijselstraat 25,8902,309000,residential_sale,2,28,174.0,0,False,False,False,0.0,False,0.0,174.0,420.0,2.0,False,just_renovated,2632,Ieper,West-Vlaanderen,1344241,3813.0,353,,1775.8620689655172
2651,10815016,HOUSE,HOUSE,PAMEL,50.8359572,4.0897872,Kasteelstraat 1,1760,315000,residential_sale,2,0,140.0,semi_equipped,False,True,True,38.0,True,620.0,140.0,868.0,3.0,False,0,93,Roosdaal,Vlaams-Brabant,1146175,2118.0,542,Semi equipped,2250.0
2652,10814214,HOUSE,HOUSE,Blankenberge,51.3066656,3.1356226,Grote Markt 1,8370,395000,residential_sale,3,28,216.0,0,False,False,True,0.0,True,100.0,216.0,195.0,2.0,False,good,571,Blankenberge,West-Vlaanderen,1344241,3813.0,353,,1828.703703703704
2653,10814577,HOUSE,VILLA,Sint-Lievens-Houtem,50.9233097,3.8659881,Steenweg op Aalst 96,9520,399000,residential_sale,3,36,285.0,0,False,True,False,0.0,False,0.0,285.0,1127.0,4.0,False,good,678,Sint-Lievens-Houtem,Oost-Vlaanderen,1515064,3007.0,504,,1400.0
2654,10814211,HOUSE,HOUSE,Schaerbeek,50.8562229,4.3933273,Blvd. G. Wahis 272 (place Meiser),1030,569000,residential_sale,4,0,215.0,semi_equipped,False,True,False,0.0,True,60.0,215.0,125.0,2.0,False,to_renovate,3,Schaarbeek,Brussel,1208542,162.4,7442,Semi equipped,2646.5116279069766
2655,10785270,HOUSE,VILLA,Oudenaarde,50.8728726,3.598373,Bourgondiëstraat 13,9700,695000,residential_sale,4,0,268.0,hyper_equipped,False,False,False,0.0,False,0.0,268.0,1355.0,4.0,False,good,689,Oudenaarde,Oost-Vlaanderen,1515064,3007.0,504,Hyper equipped,2593.283582089552
2656,10819353,HOUSE,HOUSE,Blankenberge,51.3068374,3.1335078,Franchommelaan 82-86,8370,335000,residential_sale,4,0,149.0,installed,True,True,False,0.0,False,0.0,149.0,143.0,2.0,False,good,571,Blankenberge,West-Vlaanderen,1344241,3813.0,353,,2248.3221476510066
2657,10818937,HOUSE,HOUSE,Sambreville,50.45118,4.6310863,Rue Félix Protin 1,5060,340000,residential_sale,5,20,270.0,semi_equipped,False,False,True,25.0,True,342.0,270.0,482.0,2.0,False,good,400,Sambreville,Namur,494325,3675.0,135,Semi equipped,1259.2592592592594
2658,10817876,HOUSE,HOUSE,Woluwe-Saint-Lambert,,,"Avenue des Cerisiers, 212",1200,620000,residential_sale,5,37,217.0,semi_equipped,False,False,True,5.0,True,60.0,217.0,197.0,2.0,False,to_renovate,29,Sint-Lambrechts-Woluwe,Brussel,1208542,162.4,7442,Semi equipped,2857.1428571428573
2659,10823705,HOUSE,HOUSE,Rijkevorsel,51.3793093,4.7233597,Bredabaan 260,2310,980000,residential_sale,5,0,387.0,installed,False,True,True,0.0,True,0.0,387.0,19387.0,4.0,False,good,149,Rijkevorsel,Antwerpen,1857986,2876.0,647,,2532.299741602067
2660,10726937,HOUSE,HOUSE,LA SARTE,50.4522263,4.635486,Rue du centre 24,5060,80000,residential_sale,3,15,160.0,not_installed,False,True,False,0.0,False,0.0,160.0,65.0,2.0,False,to_renovate,400,Sambreville,Namur,494325,3675.0,135,Not equipped,500.0
2661,10827738,HOUSE,HOUSE,Wevelgem,50.8089495,3.1894266,Hulstedorp 18,8560,145000,residential_sale,2,0,191.0,0,False,True,False,0.0,True,0.0,191.0,245.0,3.0,False,to_renovate,588,Wevelgem,West-Vlaanderen,1344241,3813.0,353,,759.1623036649214
2662,10825793,HOUSE,HOUSE,RONQUIÈRES,50.6217964,4.225481,Rue de Restaumont 53A,7090,230000,residential_sale,2,34,180.0,semi_equipped,False,True,False,0.0,True,0.0,180.0,326.0,2.0,False,as_new,513,Braine-le-Comte,Hainaut,1196796,3197.0,375,Semi equipped,1277.7777777777778
2663,10825716,HOUSE,HOUSE,Meulebeke,50.9544359,3.2860742,Markt 32,8760,245000,residential_sale,4,0,156.0,0,False,False,True,0.0,False,0.0,156.0,100.0,2.0,False,good,615,Meulebeke,West-Vlaanderen,1344241,3813.0,353,,1570.5128205128206
2664,10822674,APARTMENT,APARTMENT,Melle,51.004358,3.8016196,"Kortrijksesteenweg, 390 bus 001",9090,295000,residential_sale,2,40,114.0,installed,False,True,True,0.0,False,0.0,114.0,0.0,2.0,False,0,646,Melle,Oost-Vlaanderen,1515064,3007.0,504,,2587.719298245614
2665,10820617,APARTMENT,PENTHOUSE,Knokke-Heist,,,Albert plein 10,8300,2290000,residential_sale,2,0,121.0,hyper_equipped,True,False,True,0.0,False,0.0,121.0,0.0,2.0,False,as_new,569,Knokke-Heist,West-Vlaanderen,1344241,3813.0,353,Hyper equipped,18925.619834710746
2666,10806593,APARTMENT,FLAT_STUDIO,Middelkerke,51.1882493,2.819729,Zeedijk 127-128,8430,129000,residential_sale,0,0,54.0,installed,False,True,False,0.0,False,0.0,54.0,0.0,2.0,False,to_be_done_up,576,Middelkerke,West-Vlaanderen,1344241,3813.0,353,,2388.8888888888887
2667,10807013,APARTMENT,APARTMENT,Gent,51.0404243,3.7428553,Vogelmarkt 29,9050,260000,residential_sale,2,31,97.0,0,False,False,True,7.0,False,0.0,97.0,0.0,0.0,False,good,2669,Gent,Oost-Vlaanderen,1515064,3007.0,504,,2680.4123711340208
2668,10805567,APARTMENT,APARTMENT,Mortsel,51.1720665,4.4440178,Koninlijkelaan 42,2640,349000,residential_sale,3,0,118.0,0,False,False,True,0.0,False,0.0,118.0,0.0,2.0,False,as_new,186,Mortsel,Antwerpen,1857986,2876.0,647,,2957.627118644068
2669,10781115,APARTMENT,APARTMENT,Oudenaarde,50.8622561,3.6277238,Bourgondiëstraat 13,9700,470000,residential_sale,3,0,150.0,0,False,False,False,0.0,False,0.0,150.0,0.0,2.0,False,good,689,Oudenaarde,Oost-Vlaanderen,1515064,3007.0,504,,3133.333333333333
