,id,type of property,subtype of property,locality,latitude,longitude,street,postalCode,price,type of sale,number of bedrooms,living area,livable area,fully equipped kitchen,furnished,open fire,terrace,terrace area,garden,garden area,total property area,total land area,number of facades,swimming pool,state of the building,Unnamed: 0,Gemeente,Province,Population,Area(km2),Density,kitchen,price per sqr
0,10833667,HOUSE,HOUSE,Seraing,50.5982237,5.5187843,Place Merlot 6,4100,144000,residential_sale,2,14,105.0,semi_equipped,False,False,True,0.0,True,25.0,105.0,105.0,2.0,False,good,297,Seraing,Liège,1106992,3857.0,288,Semi equipped,1371.428571428571
1,10833916,HOUSE,HOUSE,Herstal,50.6586095,5.6238621,Rue de la Wallonie 2A,4040,164000,residential_sale,4,25,167.0,installed,False,False,True,80.0,False,0.0,167.0,90.0,3.0,False,to_be_done_up,295,Herstal,Liège,1106992,3857.0,288,,982.0359281437126
2,10833652,HOUSE,MIXED_USE_BUILDING,Aalst,50.9082544,4.0258775,Hoogstraat 20,9300,295000,residential_sale,3,30,249.0,installed,False,False,True,21.0,False,0.0,249.0,180.0,2.0,False,good,669,Aalst,Oost-Vlaanderen,1515064,3007.0,504,,1184.7389558232933
3,10833480,HOUSE,TOWN_HOUSE,Dilbeek,50.8362888,4.2557813,Astridlaan 1,1700,590000,residential_sale,4,52,290.0,hyper_equipped,False,False,True,0.0,False,0.0,290.0,517.0,3.0,True,good,87,Dilbeek,Vlaams-Brabant,1146175,2118.0,542,Hyper equipped,2034.4827586206895
4,10831508,HOUSE,HOUSE,Antwerp,51.2251216,4.4058824,"Mechelsesteenweg,157",2000,439900,residential_sale,2,45,160.0,installed,False,False,True,13.0,False,0.0,160.0,48.0,2.0,False,as_new,111,Antwerpen,Antwerpen,1857986,2876.0,647,,2749.375
5,10831292,HOUSE,HOUSE,Lede,50.9600883,3.8896037,Hoogstraat 20,9340,449000,residential_sale,2,27,145.0,hyper_equipped,False,False,True,0.0,False,0.0,145.0,527.0,3.0,False,as_new,671,Lede,Oost-Vlaanderen,1515064,3007.0,504,Hyper equipped,3096.551724137931
6,10831406,HOUSE,HOUSE,Lievegem,51.1136326,3.5629715,Sint-Denijslaan 1,9930,495000,residential_sale,4,48,194.0,usa_hyper_equipped,False,False,True,66.0,True,630.0,194.0,975.0,3.0,False,good,698,Lievegem,Oost-Vlaanderen,1515064,3007.0,504,,2551.546391752577
7,10831251,HOUSE,VILLA,Holsbeek Kortrijk-Dutsel,50.9240926,4.807283,Tiensesteenweg 93,3220,579000,residential_sale,4,36,225.0,installed,False,False,True,18.0,False,0.0,225.0,1103.0,4.0,False,good,227,Holsbeek,Vlaams-Brabant,1146175,2118.0,542,,2573.333333333333
8,10832715,HOUSE,HOUSE,Etterbeek,50.8359364,4.4025428,Avenue de Tervuren 113,1040,1150000,residential_sale,6,39,300.0,hyper_equipped,False,False,True,40.0,True,150.0,300.0,260.0,2.0,False,as_new,5,Etterbeek,Brussel,1208542,162.4,7442,Hyper equipped,3833.3333333333335
9,10828460,HOUSE,HOUSE,Aalst,50.9428493,4.0311979,Hoogstraat 20,9300,159000,residential_sale,2,27,81.0,usa_installed,False,False,True,0.0,True,70.0,81.0,120.0,2.0,False,to_be_done_up,669,Aalst,Oost-Vlaanderen,1515064,3007.0,504,Equipped,1962.962962962963
10,10828802,HOUSE,HOUSE,Mechelen,51.0199386,4.4712784,Hoogstraat 5,2800,295000,residential_sale,2,19,172.0,installed,False,False,True,0.0,False,0.0,172.0,189.0,2.0,False,good,190,Mechelen,Antwerpen,1857986,2876.0,647,,1715.1162790697674
11,10828745,HOUSE,HOUSE,Wezembeek-Oppem,50.8469893,4.5052158,"Wezembeeklaan, 120",1970,329000,residential_sale,3,20,80.0,installed,False,False,True,28.0,True,60.0,80.0,170.0,3.0,False,to_be_done_up,109,Wezembeek-Oppem,Vlaams-Brabant,1146175,2118.0,542,,4112.5
12,10829358,HOUSE,HOUSE,Uccle,50.8116637,4.3443292,Avenue Baron Albert d'Huart 130,1180,695000,residential_sale,4,20,185.0,usa_installed,False,False,True,0.0,True,240.0,185.0,308.0,2.0,False,to_renovate,25,Uccle,Brussel,1208542,162.4,7442,Equipped,3756.7567567567567
13,10828236,HOUSE,HOUSE,Ixelles,50.8114646,4.3885928,Avenue Louise 589,1050,830000,residential_sale,4,30,282.0,installed,False,False,False,0.0,True,80.0,282.0,163.0,2.0,False,to_be_done_up,6,Elsene,Brussel,1208542,162.4,7442,,2943.2624113475176
14,10826704,HOUSE,HOUSE,Liège,50.6143679,5.5882618,Avenue des Ardennes 1/02,4031,249000,residential_sale,1,19,95.0,installed,False,True,False,0.0,True,93.0,95.0,149.0,2.0,False,just_renovated,1250,Liège,Liège,1106992,3857.0,288,,2621.0526315789475
15,10825503,HOUSE,HOUSE,Bertem,50.8646939,4.6339421,Veemarkt 14,3060,298000,residential_sale,4,24,112.0,semi_equipped,False,False,True,24.0,True,272.0,112.0,450.0,4.0,False,to_be_done_up,215,Bertem,Vlaams-Brabant,1146175,2118.0,542,Semi equipped,2660.714285714286
16,10826180,HOUSE,APARTMENT_BLOCK,Malmedy,50.4236697,6.0299876,Rue Simon 46/2,4960,299000,residential_sale,2,0,167.0,semi_equipped,False,False,False,0.0,False,0.0,167.0,95.0,2.0,False,good,391,Malmedy,Liège,1106992,3857.0,288,Semi equipped,1790.4191616766468
17,10827696,HOUSE,HOUSE,Wezembeek-Oppem,50.8469893,4.5052158,Parvis Sainte-Alix 37,1970,329000,residential_sale,3,20,80.0,installed,False,False,True,14.0,True,60.0,80.0,170.0,3.0,False,to_be_done_up,109,Wezembeek-Oppem,Vlaams-Brabant,1146175,2118.0,542,,4112.5
18,10825693,HOUSE,HOUSE,Roosdaal,50.8325115,4.0840258,Burchtstraat 12,1760,360000,residential_sale,3,20,301.0,semi_equipped,False,False,True,0.0,False,0.0,301.0,545.0,3.0,False,good,93,Roosdaal,Vlaams-Brabant,1146175,2118.0,542,Semi equipped,1196.0132890365448
19,10833482,HOUSE,HOUSE,Dilbeek,50.8374144,4.206592,Astridlaan 1,1703,545000,residential_sale,3,56,192.0,installed,False,False,True,0.0,False,0.0,192.0,1000.0,4.0,False,to_be_done_up,833,Dilbeek,Vlaams-Brabant,1146175,2118.0,542,,2838.5416666666665
20,10833882,HOUSE,VILLA,Wezembeek-Oppem,50.8441679,4.4846789,Mechelsesteenweg 83 ,1970,645000,residential_sale,4,25,160.0,hyper_equipped,False,False,True,24.0,False,0.0,160.0,368.0,4.0,False,good,109,Wezembeek-Oppem,Vlaams-Brabant,1146175,2118.0,542,Hyper equipped,4031.25
21,10823978,HOUSE,HOUSE,Oupeye,50.7373586,5.6083125,Rue de la Wallonie 2A,4682,149000,residential_sale,3,12,138.0,installed,False,False,True,20.0,True,390.0,138.0,571.0,3.0,False,to_renovate,1461,Oupeye,Liège,1106992,3857.0,288,,1079.7101449275362
22,10823979,HOUSE,HOUSE,Grace-Hollogne,50.6364036,5.4778989,Rue de la Wallonie 2A,4460,199000,residential_sale,3,32,133.0,installed,False,False,True,65.0,True,470.0,133.0,583.0,2.0,False,good,330,Grâce-Hollogne,Liège,1106992,3857.0,288,,1496.2406015037593
23,10823777,HOUSE,HOUSE,Ronse,50.7403801,3.6094447,Stationstraat 30,9600,289000,residential_sale,3,0,156.0,installed,False,False,False,0.0,True,350.0,156.0,555.0,3.0,False,good,681,Ronse,Oost-Vlaanderen,1515064,3007.0,504,,1852.5641025641023
24,10823722,HOUSE,HOUSE,Deurne,51.2258595,4.4624212,Plantin en Moretuslei 135A,2100,314000,residential_sale,3,52,151.0,semi_equipped,False,True,False,0.0,True,60.0,151.0,136.0,2.0,False,good,126,Antwerpen,Antwerpen,1857986,2876.0,647,Semi equipped,2079.4701986754967
25,10834082,APARTMENT,APARTMENT,Nivelles,50.5986643,4.3471236,Chaussée de Mons 14,1400,218000,residential_sale,3,30,95.0,installed,False,True,True,13.0,True,0.0,95.0,0.0,4.0,False,to_renovate,53,Nivelles,Brabant wallon,403599,1097.0,368,,2294.736842105264
26,10833378,APARTMENT,APARTMENT,Uccle,50.8155932,4.3401837,Avenue René Gobert 26,1180,499000,residential_sale,2,50,135.0,installed,False,False,True,5.0,False,0.0,135.0,0.0,3.0,False,good,25,Uccle,Brussel,1208542,162.4,7442,,3696.296296296296
27,10833488,APARTMENT,APARTMENT,Ixelles,50.8394052,4.3698703,Avenue Baron Albert d'Huart 130,1050,995000,residential_sale,3,68,180.0,hyper_equipped,False,False,True,0.0,False,0.0,180.0,0.0,2.0,False,as_new,6,Elsene,Brussel,1208542,162.4,7442,Hyper equipped,5527.777777777777
28,10723941,APARTMENT,APARTMENT,Temse,51.1278757,4.2163573,,9140,139000,residential_sale,1,30,85.0,semi_equipped,False,False,True,6.0,False,0.0,85.0,0.0,2.0,False,to_be_done_up,650,Temse,Oost-Vlaanderen,1515064,3007.0,504,Semi equipped,1635.2941176470588
29,10734012,APARTMENT,APARTMENT,Wetteren,51.0037433,3.8980609,,9230,209900,residential_sale,2,40,102.0,semi_equipped,False,False,False,0.0,False,0.0,102.0,0.0,3.0,False,as_new,661,Wetteren,Oost-Vlaanderen,1515064,3007.0,504,Semi equipped,2057.843137254902
30,10831379,APARTMENT,APARTMENT,Liège Grivegnée,50.6216,5.61074,Rue Bonne Fortune 9,4030,239000,residential_sale,2,35,100.0,installed,False,False,True,20.0,False,0.0,100.0,0.0,2.0,False,to_be_done_up,1249,Liège,Liège,1106992,3857.0,288,,2390.0
31,10832137,APARTMENT,APARTMENT,Schaerbeek,50.8658051,4.3802553,drève richelle 96,1030,245000,residential_sale,1,27,61.0,semi_equipped,True,False,True,13.0,False,0.0,61.0,0.0,2.0,False,as_new,3,Schaarbeek,Brussel,1208542,162.4,7442,Semi equipped,4016.393442622951
32,10831606,APARTMENT,APARTMENT,Uccle,50.8008712,4.3353263,Avenue Louise 433,1180,295000,residential_sale,2,24,92.0,semi_equipped,False,False,True,7.0,False,0.0,92.0,0.0,2.0,False,good,25,Uccle,Brussel,1208542,162.4,7442,Semi equipped,3206.521739130435
33,10831289,APARTMENT,APARTMENT,Gent,51.0457272,3.7266729,Hoogstraat 20,9000,309000,residential_sale,2,26,90.0,installed,False,False,True,0.0,False,0.0,90.0,0.0,2.0,False,good,641,Gent,Oost-Vlaanderen,1515064,3007.0,504,,3433.333333333333
34,10831105,APARTMENT,APARTMENT,Gent,51.0428524,3.7359425,Kouter 98,9000,349000,residential_sale,2,0,80.0,installed,False,False,True,5.0,False,0.0,80.0,0.0,2.0,False,good,641,Gent,Oost-Vlaanderen,1515064,3007.0,504,,4362.5
35,10831566,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,50.8462677,4.4107446,Avenue de l'université 38/40,1200,359000,residential_sale,2,40,95.0,usa_hyper_equipped,False,False,True,5.0,False,0.0,95.0,0.0,2.0,False,as_new,29,Sint-Lambrechts-Woluwe,Brussel,1208542,162.4,7442,,3778.947368421053
36,10831920,APARTMENT,DUPLEX,St-Gilles,50.8261139,4.340743,Avenue Louise 523,1060,450000,residential_sale,3,54,135.0,hyper_equipped,False,False,False,0.0,False,0.0,135.0,0.0,3.0,False,good,8,Saint-Gilles,Brussel,1208542,162.4,7442,Hyper equipped,3333.333333333333
37,10831237,APARTMENT,GROUND_FLOOR,Woluwe-Saint-Pierre,50.8374183,4.4200755,"Val des Seigneurs, 9a",1150,599000,residential_sale,2,60,180.0,installed,False,False,True,20.0,True,50.0,180.0,0.0,2.0,False,good,19,Sint-Pieters-Woluwe,Brussel,1208542,162.4,7442,,3327.777777777778
38,10832759,APARTMENT,APARTMENT,Etterbeek,50.8346125,4.3933371,Rue Archimède 41,1040,650000,residential_sale,3,40,189.0,hyper_equipped,False,False,False,0.0,False,0.0,189.0,0.0,2.0,False,good,5,Etterbeek,Brussel,1208542,162.4,7442,Hyper equipped,3439.153439153439
39,10830254,APARTMENT,APARTMENT,Brussels City,50.8546109,4.3606333,Vismarkt 10 c,1000,185000,residential_sale,1,0,38.0,installed,True,True,False,0.0,False,0.0,38.0,0.0,3.0,False,good,1,Brussel,Brussel,1208542,162.4,7442,,4868.421052631579
40,10829703,APARTMENT,APARTMENT,Willebroek,51.06062,4.3613824,Dr. Persoonslaan 15 b ,2830,185250,residential_sale,2,30,83.0,semi_equipped,False,True,True,0.0,False,0.0,83.0,0.0,2.0,False,to_be_done_up,193,Willebroek,Antwerpen,1857986,2876.0,647,Semi equipped,2231.927710843373
41,10724438,APARTMENT,PENTHOUSE,Woluwe-Saint-Pierre,50.8378128,4.463274,Avenue Orban 240,1150,399000,residential_sale,2,0,117.0,hyper_equipped,False,False,False,0.0,False,0.0,117.0,0.0,3.0,False,just_renovated,19,Sint-Pieters-Woluwe,Brussel,1208542,162.4,7442,Hyper equipped,3410.25641025641
42,10828785,APARTMENT,APARTMENT,Ixelles,50.8372668,4.3599282,Rue de la Concorde 16,1050,485000,residential_sale,1,36,70.0,hyper_equipped,False,False,True,16.0,False,0.0,70.0,0.0,2.0,False,as_new,6,Elsene,Brussel,1208542,162.4,7442,Hyper equipped,6928.571428571428
43,10826600,APARTMENT,DUPLEX,Vilvoorde,50.9283358,4.4218495,200 Hendrik I Lei,1800,299000,residential_sale,2,46,143.0,usa_hyper_equipped,False,False,False,0.0,False,0.0,143.0,0.0,2.0,False,as_new,98,Vilvoorde,Vlaams-Brabant,1146175,2118.0,542,,2090.909090909091
44,10825616,APARTMENT,APARTMENT,Gent,51.0445987,3.7362865,Sint-Denijslaan 1,9000,315000,residential_sale,2,38,88.0,installed,False,False,True,6.0,False,0.0,88.0,0.0,2.0,False,good,641,Gent,Oost-Vlaanderen,1515064,3007.0,504,,3579.5454545454545
45,10825078,APARTMENT,APARTMENT,Gent,51.0265014,3.7104008,Sluizeken 16,9000,225000,residential_sale,1,30,60.0,installed,False,True,False,0.0,False,0.0,60.0,0.0,2.0,False,good,641,Gent,Oost-Vlaanderen,1515064,3007.0,504,,3750.0
46,10833524,APARTMENT,APARTMENT,Hoboken,51.1783882,4.3571245,Prins Boudewijnlaan 122,2660,169000,residential_sale,2,36,90.0,0,False,True,True,2.0,False,0.0,90.0,0.0,2.0,False,to_be_done_up,188,Antwerpen,Antwerpen,1857986,2876.0,647,,1877.7777777777776
47,10823729,APARTMENT,APARTMENT,Deurne,51.2307397,4.4642639,Plantin en Moretuslei 135A,2100,182500,residential_sale,2,33,85.0,semi_equipped,False,True,False,0.0,False,0.0,85.0,0.0,2.0,False,good,126,Antwerpen,Antwerpen,1857986,2876.0,647,Semi equipped,2147.058823529412
48,10823728,APARTMENT,APARTMENT,Wilrijk,51.1827458,4.3747221,Plantin en Moretuslei 135A,2610,215000,residential_sale,1,26,71.0,installed,False,True,False,0.0,False,0.0,71.0,0.0,2.0,False,just_renovated,181,Antwerpen,Antwerpen,1857986,2876.0,647,,3028.169014084507
49,10823718,APARTMENT,APARTMENT,Antwerp,51.2105423,4.4630318,Plantin en Moretuslei 135A,2100,219000,residential_sale,2,35,91.0,installed,False,True,True,3.0,False,0.0,91.0,0.0,2.0,False,good,126,Antwerpen,Antwerpen,1857986,2876.0,647,,2406.5934065934066
50,10824001,APARTMENT,APARTMENT,Bruxelles,50.8158273,4.3894463,Chaussée de Waterloo 1135,1050,325000,residential_sale,1,39,82.0,usa_hyper_equipped,False,False,True,21.0,False,0.0,82.0,0.0,2.0,False,as_new,6,Elsene,Brussel,1208542,162.4,7442,,3963.4146341463415
51,10824448,APARTMENT,APARTMENT,Blankenberge,51.3188534,3.1397866,Franchommelaan 82-86,8370,525000,residential_sale,2,0,80.0,installed,True,True,True,0.0,False,0.0,80.0,0.0,2.0,False,as_new,571,Blankenberge,West-Vlaanderen,1344241,3813.0,353,,6562.5
52,10438481,APARTMENT,APARTMENT,Knokke-Heist,51.3463062,3.2891988,Koningslaan 252 B,8300,665000,residential_sale,2,0,85.0,hyper_equipped,False,False,True,0.0,False,0.0,85.0,0.0,0.0,False,good,569,Knokke-Heist,West-Vlaanderen,1344241,3813.0,353,Hyper equipped,7823.529411764706
53,10824516,HOUSE,HOUSE,MOHA,50.5455772,5.1833921,Avenuedes Ardennes 7d,4520,385000,residential_sale,7,50,350.0,installed,False,True,True,30.0,True,0.0,350.0,1199.0,4.0,False,good,335,Wanze,Liège,1106992,3857.0,288,,1100.0
54,10823494,HOUSE,HOUSE,Erpe-Mere,50.9097265,3.9730327,Hoogstraat 20,9420,498000,residential_sale,4,44,205.0,hyper_equipped,False,False,True,0.0,False,0.0,205.0,663.0,3.0,False,as_new,673,Erpe-Mere,Oost-Vlaanderen,1515064,3007.0,504,Hyper equipped,2429.268292682927
55,10823496,HOUSE,HOUSE,Aalst,50.9838604,4.0561839,Hoogstraat 20,9300,679000,residential_sale,5,22,370.0,hyper_equipped,False,False,True,0.0,False,0.0,370.0,961.0,4.0,False,as_new,669,Aalst,Oost-Vlaanderen,1515064,3007.0,504,Hyper equipped,1835.1351351351352
56,10831287,HOUSE,HOUSE,Herzele,50.8718017,3.9166399,Hoogstraat 20,9550,149000,residential_sale,2,22,96.0,installed,False,False,False,0.0,False,0.0,96.0,54.0,2.0,False,good,679,Herzele,Oost-Vlaanderen,1515064,3007.0,504,,1552.0833333333333
57,10831725,HOUSE,HOUSE,Seraing,50.6064875,5.5145329,Place Merlot 6,4100,170000,residential_sale,3,0,120.0,semi_equipped,False,False,True,22.0,False,0.0,120.0,90.0,2.0,False,good,297,Seraing,Liège,1106992,3857.0,288,Semi equipped,1416.6666666666667
58,10831690,HOUSE,HOUSE,Braine-l'Alleud,50.6821691,4.3665658,122 RUE DE MONT-ST-PONT,1420,260000,residential_sale,2,24,130.0,installed,False,False,True,20.0,True,55.0,130.0,155.0,2.0,False,good,56,Braine-l'Alleud,Brabant wallon,403599,1097.0,368,,2000.0
59,10831305,HOUSE,HOUSE,Haaltert,50.8835942,3.9889926,Hoogstraat 20,9450,298000,residential_sale,3,22,195.0,installed,False,False,True,0.0,False,0.0,195.0,350.0,2.0,False,good,674,Haaltert,Oost-Vlaanderen,1515064,3007.0,504,,1528.2051282051282
60,10831556,HOUSE,HOUSE,Genappe,50.5987996,4.4921051,Grand Place 2,1470,335000,residential_sale,3,26,213.0,0,False,False,False,0.0,True,337.0,213.0,474.0,3.0,False,to_be_done_up,66,Genappe,Brabant wallon,403599,1097.0,368,,1572.7699530516431
61,10831288,HOUSE,HOUSE,Erpe-Mere,50.9178325,3.9324572,Hoogstraat 20,9420,379000,residential_sale,3,18,200.0,usa_installed,False,False,True,40.0,True,650.0,200.0,860.0,4.0,False,good,673,Erpe-Mere,Oost-Vlaanderen,1515064,3007.0,504,Equipped,1895.0
62,10832764,HOUSE,HOUSE,Ganshoren,50.8784833,4.3179607,Avenue Charles Quint 515,1083,425000,residential_sale,3,26,100.0,0,False,False,True,16.0,True,172.0,100.0,215.0,3.0,False,good,16,Ganshoren,Brussel,1208542,162.4,7442,,4250.0
63,10833082,HOUSE,HOUSE,Braine-l'Alleud,50.683673,4.3686557,122 RUE DE MONT-ST-PONT,1420,470000,residential_sale,3,39,150.0,hyper_equipped,False,False,True,16.0,False,0.0,150.0,123.0,3.0,False,as_new,56,Braine-l'Alleud,Brabant wallon,403599,1097.0,368,Hyper equipped,3133.333333333333
64,10831400,HOUSE,BUNGALOW,Rixensart,50.7114632,4.5321513, Avenue de Mérode 16B,1330,480000,residential_sale,2,32,155.0,semi_equipped,False,False,True,40.0,True,823.0,155.0,823.0,4.0,False,to_be_done_up,41,Rixensart,Brabant wallon,403599,1097.0,368,Semi equipped,3096.7741935483878
65,10832601,HOUSE,HOUSE,Rhode-Saint-Genese,50.7380372,4.3565454,Rue Langeveld 51 ,1640,549000,residential_sale,3,0,218.0,usa_hyper_equipped,False,False,True,30.0,True,150.0,218.0,276.0,3.0,False,just_renovated,83,Sint-Genesius-Rode,Vlaams-Brabant,1146175,2118.0,542,,2518.348623853211
66,10831511,HOUSE,HOUSE,Leefdaal,50.8533452,4.5974686,Mechelsesteenweg 382,3061,625000,residential_sale,6,39,239.0,installed,False,True,True,0.0,True,0.0,239.0,1880.0,4.0,False,to_be_done_up,978,Bertem,Vlaams-Brabant,1146175,2118.0,542,,2615.0627615062763
67,10831236,HOUSE,HOUSE,Woluwe-Saint-Pierre,50.8302914,4.4489793,"Val des Seigneurs, 9a",1150,975000,residential_sale,4,14,195.0,usa_hyper_equipped,False,False,True,15.0,True,300.0,195.0,385.0,3.0,False,as_new,19,Sint-Pieters-Woluwe,Brussel,1208542,162.4,7442,,5000.0
68,10821092,HOUSE,HOUSE,Oupeye,50.7381006,5.610945,Rue de la Wallonie 2A,4682,199000,residential_sale,4,25,130.0,installed,False,False,False,0.0,True,155.0,130.0,350.0,2.0,False,good,1461,Oupeye,Liège,1106992,3857.0,288,,1530.7692307692307
69,10820702,HOUSE,TOWN_HOUSE,Antwerpen Hoboken,51.1783703,4.3718427,"Mechelsesteenweg,157",2660,399900,residential_sale,3,40,189.0,installed,False,False,False,0.0,True,76.0,189.0,140.0,2.0,False,good,188,Antwerpen,Antwerpen,1857986,2876.0,647,,2115.873015873016
70,10821550,HOUSE,MANSION,Nivelles,50.6060499,4.3471441,Place Emile Delalieux 1 ,1400,420000,residential_sale,5,48,250.0,installed,False,False,True,40.0,True,500.0,250.0,770.0,3.0,False,to_renovate,53,Nivelles,Brabant wallon,403599,1097.0,368,,1680.0
71,10821548,HOUSE,MANSION,Seneffe,50.5323981,4.256615,Place Emile Delalieux 1 ,7180,420000,residential_sale,5,48,250.0,installed,False,False,True,40.0,True,500.0,250.0,770.0,3.0,False,to_renovate,521,Seneffe,Hainaut,1196796,3197.0,375,,1680.0
72,10821898,HOUSE,MANSION,Etterbeek,50.838047,4.3872018,Avenue des Mouettes 1,1040,950000,residential_sale,5,40,280.0,hyper_equipped,False,True,False,0.0,True,150.0,280.0,240.0,2.0,False,as_new,5,Etterbeek,Brussel,1208542,162.4,7442,Hyper equipped,3392.8571428571427
73,10828766,HOUSE,HOUSE,Grez-Doiceau,50.7535959,4.6659328,Avenue Fond Jean Rosy 17A,1390,315000,residential_sale,2,24,114.0,semi_equipped,False,False,True,32.0,True,268.0,114.0,370.0,3.0,False,to_renovate,51,Grez-Doiceau,Brabant wallon,403599,1097.0,368,Semi equipped,2763.157894736842
74,10829430,HOUSE,VILLA,Herzele,50.8318042,3.9087755,Grote Markt 35,9550,345000,residential_sale,3,0,200.0,semi_equipped,False,True,True,0.0,False,0.0,200.0,1040.0,4.0,False,to_be_done_up,679,Herzele,Oost-Vlaanderen,1515064,3007.0,504,Semi equipped,1725.0
75,10829708,HOUSE,HOUSE,Lebbeke,51.004432,4.1294795,Dr. Persoonslaan 15 b ,9280,367000,residential_sale,3,41,160.0,installed,False,True,True,0.0,True,0.0,160.0,322.0,2.0,False,to_be_done_up,667,Lebbeke,Oost-Vlaanderen,1515064,3007.0,504,,2293.75
76,10829161,HOUSE,HOUSE,Anderlecht,50.8242952,4.2938847,Avenue des Tournesols 14,1070,445000,residential_sale,4,30,178.0,usa_hyper_equipped,False,False,True,36.0,True,65.0,178.0,149.0,2.0,False,as_new,10,Anderlecht,Brussel,1208542,162.4,7442,,2500.0
77,10833025,APARTMENT,APARTMENT,Harelbeke,50.8741432,3.3101427,Hulstedorp 18,8531,160000,residential_sale,2,0,80.0,0,False,True,False,0.0,False,0.0,80.0,0.0,2.0,False,just_renovated,2528,Harelbeke,West-Vlaanderen,1344241,3813.0,353,,2000.0
78,10831923,APARTMENT,APARTMENT,Anderlecht,50.8282064,4.3075694,Rue Potaerdenberg 31,1070,190000,residential_sale,3,40,89.0,semi_equipped,False,False,True,10.0,False,0.0,89.0,0.0,0.0,False,to_renovate,10,Anderlecht,Brussel,1208542,162.4,7442,Semi equipped,2134.8314606741574
79,10831234,APARTMENT,PENTHOUSE,Woluwe-Saint-Pierre,50.8230596,4.4597326,"Val des Seigneurs, 9a",1150,299000,residential_sale,1,38,78.0,installed,False,False,True,5.0,False,0.0,78.0,0.0,3.0,False,good,19,Sint-Pieters-Woluwe,Brussel,1208542,162.4,7442,,3833.3333333333335
80,10831341,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,50.8557706,4.4253401,Bld. Brand Whitlock 108,1200,370000,residential_sale,2,0,100.0,usa_hyper_equipped,False,False,True,2.0,False,0.0,100.0,0.0,2.0,False,as_new,29,Sint-Lambrechts-Woluwe,Brussel,1208542,162.4,7442,,3700.0
81,10832820,APARTMENT,APARTMENT,Waregem,50.8900878,3.4416249,"Roterijstraat, 202",8790,370000,residential_sale,2,0,135.0,hyper_equipped,False,True,True,20.0,False,0.0,135.0,0.0,0.0,False,good,618,Waregem,West-Vlaanderen,1344241,3813.0,353,Hyper equipped,2740.740740740741
82,10832481,APARTMENT,APARTMENT,Etterbeek,50.837068,4.3980941,"Rue Abbé Cuypers (étage 1), 3 ",1040,395000,residential_sale,1,0,60.0,hyper_equipped,False,False,True,7.0,False,0.0,60.0,0.0,2.0,False,as_new,5,Etterbeek,Brussel,1208542,162.4,7442,Hyper equipped,6583.333333333333
83,10832243,APARTMENT,DUPLEX,Uccle,50.8033425,4.337481,.,1180,495000,residential_sale,2,40,145.0,hyper_equipped,False,False,True,3.0,False,0.0,145.0,0.0,2.0,False,as_new,25,Uccle,Brussel,1208542,162.4,7442,Hyper equipped,3413.793103448276
84,10831233,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,50.8511516,4.4402052,"Val des Seigneurs, 9a",1200,495000,residential_sale,2,32,95.0,usa_hyper_equipped,False,False,True,10.0,False,0.0,95.0,0.0,0.0,False,as_new,29,Sint-Lambrechts-Woluwe,Brussel,1208542,162.4,7442,,5210.526315789473
85,10831831,APARTMENT,LOFT,Forest,50.8198014,4.3265893,Rue Langeveld 51 ,1190,725000,residential_sale,3,110,229.0,usa_hyper_equipped,False,False,True,60.0,False,0.0,229.0,0.0,3.0,False,as_new,27,Forest,Brussel,1208542,162.4,7442,,3165.9388646288207
86,10832628,APARTMENT,APARTMENT,Bruxelles ville,50.8394855,4.3603623,Place du Grand Sablon 35,1000,890000,residential_sale,4,0,185.0,hyper_equipped,False,False,True,11.0,False,0.0,185.0,0.0,2.0,False,as_new,1,Brussel,Brussel,1208542,162.4,7442,Hyper equipped,4810.810810810811
87,10821918,APARTMENT,APARTMENT,Forest,50.8060576,4.313372,Avenue Clémentine 31/4,1190,170000,residential_sale,1,22,48.0,usa_hyper_equipped,False,False,False,0.0,False,0.0,48.0,0.0,2.0,False,good,27,Forest,Brussel,1208542,162.4,7442,,3541.6666666666665
88,10821090,APARTMENT,APARTMENT,Liege,50.6225868,5.5514417,Rue de la Wallonie 2A,4000,174000,residential_sale,2,28,81.0,installed,False,False,True,7.0,False,0.0,81.0,0.0,3.0,False,good,293,Liège,Liège,1106992,3857.0,288,,2148.1481481481483
89,10821525,APARTMENT,APARTMENT,Ougrée,50.5804484,5.5492653,Avenuedes Ardennes 7d,4102,179500,residential_sale,2,22,90.0,installed,False,True,True,7.0,False,0.0,90.0,0.0,4.0,False,as_new,1260,Seraing,Liège,1106992,3857.0,288,,1994.4444444444443
90,10822839,APARTMENT,APARTMENT,Antwerp,51.2017597,4.4634318,,2100,225000,residential_sale,2,35,105.0,hyper_equipped,False,False,True,2.0,False,0.0,105.0,0.0,2.0,False,good,126,Antwerpen,Antwerpen,1857986,2876.0,647,Hyper equipped,2142.8571428571427
91,10821677,APARTMENT,PENTHOUSE,Marche-en-Famenne,50.2294732,5.3346432,Rue Simon 46/2,6900,375000,residential_sale,4,32,199.0,hyper_equipped,False,False,True,35.0,False,0.0,199.0,0.0,3.0,False,to_be_done_up,492,Marche-en-Famenne,Luxembourg,284638,4459.0,63,Hyper equipped,1884.422110552764
